planner,benchmark,instance,status,compatible,return_code,wall_seconds,max_rss_kb,plan_length,metric_value,validation,case_directory
count-downward-agile,14_DESIRE,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/14_DESIRE/p001
count-downward-agile,15_ISSUE49,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/15_ISSUE49/p001
count-downward-agile,16_TEST1,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/16_TEST1/p001
count-downward-agile,17_SATELLITE,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/17_SATELLITE/p001
count-downward-agile,18_BLOCK_GROUPING,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/18_BLOCK_GROUPING/p001
count-downward-agile,19_COUNTERS,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/19_COUNTERS/p001
count-downward-agile,20_DELIVERY,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/20_DELIVERY/p001
count-downward-agile,21_DRONE,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/21_DRONE/p001
count-downward-agile,22_EXPEDITION,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/22_EXPEDITION/p001
count-downward-agile,23_EXT_PLANT_WATERING,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/23_EXT_PLANT_WATERING/p001
count-downward-agile,24_FARMLAND,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/24_FARMLAND/p001
count-downward-agile,25_FO_COUNTERS,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/25_FO_COUNTERS/p001
count-downward-agile,26_FO_FARMLAND,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/26_FO_FARMLAND/p001
count-downward-agile,27_FO_SAILING,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/27_FO_SAILING/p001
count-downward-agile,28_HYDROPOWER,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/28_HYDROPOWER/p001
count-downward-agile,29_MARKETTRADER,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/29_MARKETTRADER/p001
count-downward-agile,30_MPRIME,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/30_MPRIME/p001
count-downward-agile,31_PATHWAYSMETRIC,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/31_PATHWAYSMETRIC/p001
count-downward-agile,32_ROVER_IPC23,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/32_ROVER_IPC23/p001
count-downward-agile,33_SAILING,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/33_SAILING/p001
count-downward-agile,34_SETTLERSNUMERIC,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/34_SETTLERSNUMERIC/p001
count-downward-agile,35_SUGAR,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/35_SUGAR/p001
count-downward-agile,36_TPP,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/36_TPP/p001
count-downward-agile,37_ZENOTRAVEL,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/37_ZENOTRAVEL/p001
count-downward-agile,38_SETTLERS_IPC04,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/38_SETTLERS_IPC04/p001
count-downward-agile,39_PSR_LARGE_IPC04,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-agile/39_PSR_LARGE_IPC04/p001
count-downward-opt-pdbs,01_LOGISTIC,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/01_LOGISTIC/p001
count-downward-opt-pdbs,02_LOGISTIC_NEW,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/02_LOGISTIC_NEW/p001
count-downward-opt-pdbs,03_BLOCKSWORLD,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/03_BLOCKSWORLD/p001
count-downward-opt-pdbs,04_ROVER_CHANGMIN,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/04_ROVER_CHANGMIN/p001
count-downward-opt-pdbs,05_PIPESWORLD_STRIPS,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/05_PIPESWORLD_STRIPS/p001
count-downward-opt-pdbs,06_TSP_NUMERIC,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/06_TSP_NUMERIC/p001
count-downward-opt-pdbs,07_TSP_CONNECTED_NUMERIC,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/07_TSP_CONNECTED_NUMERIC/p001
count-downward-opt-pdbs,08_RAILWAYS_SIMPLE,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/08_RAILWAYS_SIMPLE/p001
count-downward-opt-pdbs,09_WATERING,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/09_WATERING/p001
count-downward-opt-pdbs,10_EIGHT_PUZZLE,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/10_EIGHT_PUZZLE/p001
count-downward-opt-pdbs,11_SEEDSET,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/11_SEEDSET/p001
count-downward-opt-pdbs,12_BOOKNEW,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/12_BOOKNEW/p001
count-downward-opt-pdbs,13_GROUNDED_TRUCKS,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/13_GROUNDED_TRUCKS/p001
count-downward-opt-pdbs,14_DESIRE,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/14_DESIRE/p001
count-downward-opt-pdbs,15_ISSUE49,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/15_ISSUE49/p001
count-downward-opt-pdbs,16_TEST1,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/16_TEST1/p001
count-downward-opt-pdbs,17_SATELLITE,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/17_SATELLITE/p001
count-downward-opt-pdbs,18_BLOCK_GROUPING,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/18_BLOCK_GROUPING/p001
count-downward-opt-pdbs,19_COUNTERS,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/19_COUNTERS/p001
count-downward-opt-pdbs,20_DELIVERY,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/20_DELIVERY/p001
count-downward-opt-pdbs,21_DRONE,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/21_DRONE/p001
count-downward-opt-pdbs,22_EXPEDITION,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/22_EXPEDITION/p001
count-downward-opt-pdbs,23_EXT_PLANT_WATERING,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/23_EXT_PLANT_WATERING/p001
count-downward-opt-pdbs,24_FARMLAND,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/24_FARMLAND/p001
count-downward-opt-pdbs,25_FO_COUNTERS,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/25_FO_COUNTERS/p001
count-downward-opt-pdbs,26_FO_FARMLAND,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/26_FO_FARMLAND/p001
count-downward-opt-pdbs,27_FO_SAILING,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/27_FO_SAILING/p001
count-downward-opt-pdbs,28_HYDROPOWER,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/28_HYDROPOWER/p001
count-downward-opt-pdbs,29_MARKETTRADER,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/29_MARKETTRADER/p001
count-downward-opt-pdbs,30_MPRIME,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/30_MPRIME/p001
count-downward-opt-pdbs,31_PATHWAYSMETRIC,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/31_PATHWAYSMETRIC/p001
count-downward-opt-pdbs,32_ROVER_IPC23,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/32_ROVER_IPC23/p001
count-downward-opt-pdbs,33_SAILING,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/33_SAILING/p001
count-downward-opt-pdbs,34_SETTLERSNUMERIC,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/34_SETTLERSNUMERIC/p001
count-downward-opt-pdbs,35_SUGAR,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/35_SUGAR/p001
count-downward-opt-pdbs,36_TPP,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/36_TPP/p001
count-downward-opt-pdbs,37_ZENOTRAVEL,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/37_ZENOTRAVEL/p001
count-downward-opt-pdbs,38_SETTLERS_IPC04,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/38_SETTLERS_IPC04/p001
count-downward-opt-pdbs,39_PSR_LARGE_IPC04,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-opt-pdbs/39_PSR_LARGE_IPC04/p001
count-downward-sat,01_LOGISTIC,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/01_LOGISTIC/p001
count-downward-sat,02_LOGISTIC_NEW,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/02_LOGISTIC_NEW/p001
count-downward-sat,03_BLOCKSWORLD,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/03_BLOCKSWORLD/p001
count-downward-sat,04_ROVER_CHANGMIN,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/04_ROVER_CHANGMIN/p001
count-downward-sat,05_PIPESWORLD_STRIPS,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/05_PIPESWORLD_STRIPS/p001
count-downward-sat,06_TSP_NUMERIC,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/06_TSP_NUMERIC/p001
count-downward-sat,07_TSP_CONNECTED_NUMERIC,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/07_TSP_CONNECTED_NUMERIC/p001
count-downward-sat,08_RAILWAYS_SIMPLE,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/08_RAILWAYS_SIMPLE/p001
count-downward-sat,09_WATERING,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/09_WATERING/p001
count-downward-sat,10_EIGHT_PUZZLE,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/10_EIGHT_PUZZLE/p001
count-downward-sat,11_SEEDSET,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/11_SEEDSET/p001
count-downward-sat,12_BOOKNEW,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/12_BOOKNEW/p001
count-downward-sat,13_GROUNDED_TRUCKS,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/13_GROUNDED_TRUCKS/p001
count-downward-sat,14_DESIRE,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/14_DESIRE/p001
count-downward-sat,15_ISSUE49,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/15_ISSUE49/p001
count-downward-sat,16_TEST1,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/16_TEST1/p001
count-downward-sat,17_SATELLITE,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/17_SATELLITE/p001
count-downward-sat,18_BLOCK_GROUPING,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/18_BLOCK_GROUPING/p001
count-downward-sat,19_COUNTERS,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/19_COUNTERS/p001
count-downward-sat,20_DELIVERY,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/20_DELIVERY/p001
count-downward-sat,21_DRONE,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/21_DRONE/p001
count-downward-sat,22_EXPEDITION,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/22_EXPEDITION/p001
count-downward-sat,23_EXT_PLANT_WATERING,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/23_EXT_PLANT_WATERING/p001
count-downward-sat,24_FARMLAND,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/24_FARMLAND/p001
count-downward-sat,25_FO_COUNTERS,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/25_FO_COUNTERS/p001
count-downward-sat,26_FO_FARMLAND,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/26_FO_FARMLAND/p001
count-downward-sat,27_FO_SAILING,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/27_FO_SAILING/p001
count-downward-sat,28_HYDROPOWER,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/28_HYDROPOWER/p001
count-downward-sat,29_MARKETTRADER,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/29_MARKETTRADER/p001
count-downward-sat,30_MPRIME,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/30_MPRIME/p001
count-downward-sat,31_PATHWAYSMETRIC,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/31_PATHWAYSMETRIC/p001
count-downward-sat,32_ROVER_IPC23,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/32_ROVER_IPC23/p001
count-downward-sat,33_SAILING,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/33_SAILING/p001
count-downward-sat,34_SETTLERSNUMERIC,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/34_SETTLERSNUMERIC/p001
count-downward-sat,35_SUGAR,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/35_SUGAR/p001
count-downward-sat,36_TPP,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/36_TPP/p001
count-downward-sat,37_ZENOTRAVEL,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/37_ZENOTRAVEL/p001
count-downward-sat,38_SETTLERS_IPC04,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/38_SETTLERS_IPC04/p001
count-downward-sat,39_PSR_LARGE_IPC04,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-sat/39_PSR_LARGE_IPC04/p001
count-downward-together-opt-1,01_LOGISTIC,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-together-opt-1/01_LOGISTIC/p001
count-downward-together-opt-1,02_LOGISTIC_NEW,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-together-opt-1/02_LOGISTIC_NEW/p001
count-downward-together-opt-1,03_BLOCKSWORLD,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-together-opt-1/03_BLOCKSWORLD/p001
count-downward-together-opt-1,04_ROVER_CHANGMIN,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-together-opt-1/04_ROVER_CHANGMIN/p001
count-downward-together-opt-1,05_PIPESWORLD_STRIPS,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-together-opt-1/05_PIPESWORLD_STRIPS/p001
count-downward-together-opt-1,06_TSP_NUMERIC,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-together-opt-1/06_TSP_NUMERIC/p001
count-downward-together-opt-1,07_TSP_CONNECTED_NUMERIC,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-together-opt-1/07_TSP_CONNECTED_NUMERIC/p001
count-downward-together-opt-1,08_RAILWAYS_SIMPLE,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-together-opt-1/08_RAILWAYS_SIMPLE/p001
count-downward-together-opt-1,09_WATERING,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-together-opt-1/09_WATERING/p001
count-downward-together-opt-1,10_EIGHT_PUZZLE,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-together-opt-1/10_EIGHT_PUZZLE/p001
count-downward-together-opt-1,11_SEEDSET,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-together-opt-1/11_SEEDSET/p001
count-downward-together-opt-1,12_BOOKNEW,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-together-opt-1/12_BOOKNEW/p001
count-downward-together-opt-1,13_GROUNDED_TRUCKS,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-together-opt-1/13_GROUNDED_TRUCKS/p001
count-downward-together-opt-1,14_DESIRE,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-together-opt-1/14_DESIRE/p001
count-downward-together-opt-1,15_ISSUE49,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-together-opt-1/15_ISSUE49/p001
count-downward-together-opt-1,16_TEST1,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-together-opt-1/16_TEST1/p001
count-downward-together-opt-1,17_SATELLITE,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-together-opt-1/17_SATELLITE/p001
count-downward-together-opt-1,18_BLOCK_GROUPING,p001.pddl,dry-run,true,,0,,,,not-run,results/smoke/all-numeric-planners-smoke-20260907-170137-711276/cases/count-downward-together-opt-1/18_BLOCK_GROUPING/p001
