planner,benchmark,instance,status,compatible,return_code,wall_seconds,max_rss_kb,plan_length,metric_value,validation,case_directory
count-downward-agile,24_FARMLAND,p001.pddl,solved,true,0,0.164446,13952,341,341,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/count-downward-agile/24_FARMLAND/p001
count-downward-agile,25_FO_COUNTERS,p001.pddl,solved,true,0,0.063881,14068,3,3,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/count-downward-agile/25_FO_COUNTERS/p001
count-downward-agile,26_FO_FARMLAND,p001.pddl,solved,true,0,0.164495,14148,194,194,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/count-downward-agile/26_FO_FARMLAND/p001
count-downward-agile,27_FO_SAILING,p001.pddl,solved,true,0,0.214650,14336,246,246,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/count-downward-agile/27_FO_SAILING/p001
count-downward-agile,28_HYDROPOWER,p001.pddl,timeout,true,timeout,60.001564,,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/count-downward-agile/28_HYDROPOWER/p001
count-downward-agile,29_MARKETTRADER,p001.pddl,timeout,true,timeout,60.002878,,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/count-downward-agile/29_MARKETTRADER/p001
count-downward-agile,30_MPRIME,p001.pddl,solved,true,0,0.117714,14464,5,5,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/count-downward-agile/30_MPRIME/p001
count-downward-agile,31_PATHWAYSMETRIC,p001.pddl,solved,true,0,0.216083,24684,12,12,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/count-downward-agile/31_PATHWAYSMETRIC/p001
count-downward-agile,32_ROVER_IPC23,p001.pddl,solved,true,0,0.117166,14836,8,0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/count-downward-agile/32_ROVER_IPC23/p001
count-downward-agile,33_SAILING,p001.pddl,solved,true,0,0.214683,14328,389,389,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/count-downward-agile/33_SAILING/p001
count-downward-agile,34_SETTLERSNUMERIC,p001.pddl,timeout,true,timeout,60.001665,,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/count-downward-agile/34_SETTLERSNUMERIC/p001
count-downward-agile,35_SUGAR,p001.pddl,solved,true,0,0.165916,15872,20,20,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/count-downward-agile/35_SUGAR/p001
count-downward-agile,36_TPP,p001.pddl,solved,true,0,0.114170,15104,13,5458.36,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/count-downward-agile/36_TPP/p001
count-downward-agile,37_ZENOTRAVEL,p001.pddl,solved,true,0,0.114220,14620,9,5952,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/count-downward-agile/37_ZENOTRAVEL/p001
count-downward-agile,38_SETTLERS_IPC04,p001.pddl,solved,true,0,1.974351,26880,55,118,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/count-downward-agile/38_SETTLERS_IPC04/p001
count-downward-agile,39_PSR_LARGE_IPC04,p001.pddl,solved,true,0,0.114184,16116,6,6,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/count-downward-agile/39_PSR_LARGE_IPC04/p001
enhsp,01_LOGISTIC,p001.pddl,solved,true,0,0.419397,94004,23,23.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/01_LOGISTIC/p001
enhsp,02_LOGISTIC_NEW,p001.pddl,solved,true,0,0.472853,104440,28,28.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/02_LOGISTIC_NEW/p001
enhsp,03_BLOCKSWORLD,p001.pddl,solved,true,0,0.218582,75404,14,14.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/03_BLOCKSWORLD/p001
enhsp,04_ROVER_CHANGMIN,p001.pddl,timeout,true,timeout,60.001702,,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/04_ROVER_CHANGMIN/p001
enhsp,05_PIPESWORLD_STRIPS,p001.pddl,timeout,true,timeout,60.002239,,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/05_PIPESWORLD_STRIPS/p001
enhsp,06_TSP_NUMERIC,p001.pddl,solved,true,0,0.219886,74204,3,75.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/06_TSP_NUMERIC/p001
enhsp,07_TSP_CONNECTED_NUMERIC,p001.pddl,solved,true,0,0.216559,75764,21,599.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/07_TSP_CONNECTED_NUMERIC/p001
enhsp,08_RAILWAYS_SIMPLE,p001.pddl,unsupported,false,,0,,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/08_RAILWAYS_SIMPLE/p001
enhsp,09_WATERING,p001.pddl,solved,true,0,0.416544,95816,47,348.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/09_WATERING/p001
enhsp,10_EIGHT_PUZZLE,p001.pddl,solved,true,0,0.267266,80724,8,8.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/10_EIGHT_PUZZLE/p001
enhsp,11_SEEDSET,p001.pddl,unsolved,true,0,0.266627,82048,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/11_SEEDSET/p001
enhsp,12_BOOKNEW,p001.pddl,solved,true,0,0.217483,78900,16,16.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/12_BOOKNEW/p001
enhsp,13_GROUNDED_TRUCKS,p001.pddl,solved,true,0,0.167107,73540,5,5.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/13_GROUNDED_TRUCKS/p001
enhsp,14_DESIRE,p001.pddl,parse-error,true,255,0.116156,52308,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/14_DESIRE/p001
enhsp,15_ISSUE49,p001.pddl,unsolved,true,0,0.118157,56964,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/15_ISSUE49/p001
enhsp,16_TEST1,p001.pddl,solved,true,0,0.217615,74252,5,5.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/16_TEST1/p001
enhsp,17_SATELLITE,p001.pddl,solved,true,0,0.267992,86268,11,109.87599,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/17_SATELLITE/p001
enhsp,18_BLOCK_GROUPING,p001.pddl,solved,true,0,0.267162,82404,20,20.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/18_BLOCK_GROUPING/p001
enhsp,19_COUNTERS,p001.pddl,solved,true,0,0.216181,74728,12,12.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/19_COUNTERS/p001
enhsp,20_DELIVERY,p001.pddl,solved,true,0,0.317878,85516,14,34.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/20_DELIVERY/p001
enhsp,21_DRONE,p001.pddl,solved,true,0,0.217644,75908,5,5.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/21_DRONE/p001
enhsp,22_EXPEDITION,p001.pddl,solved,true,0,0.417585,103456,130,130.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/22_EXPEDITION/p001
enhsp,23_EXT_PLANT_WATERING,p001.pddl,solved,true,0,1.732455,381232,332,332.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/23_EXT_PLANT_WATERING/p001
enhsp,24_FARMLAND,p001.pddl,solved,true,0,0.266386,78264,341,341.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/24_FARMLAND/p001
enhsp,25_FO_COUNTERS,p001.pddl,solved,true,0,0.215642,74584,2,2.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/25_FO_COUNTERS/p001
enhsp,26_FO_FARMLAND,p001.pddl,unsupported,false,,0,,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/26_FO_FARMLAND/p001
enhsp,27_FO_SAILING,p001.pddl,solved,true,0,0.267894,86272,174,174.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/27_FO_SAILING/p001
enhsp,28_HYDROPOWER,p001.pddl,timeout,true,timeout,60.001676,,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/28_HYDROPOWER/p001
enhsp,29_MARKETTRADER,p001.pddl,timeout,true,timeout,60.002165,,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/29_MARKETTRADER/p001
enhsp,30_MPRIME,p001.pddl,solved,true,0,0.368185,79112,4,4.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/30_MPRIME/p001
enhsp,31_PATHWAYSMETRIC,p001.pddl,solved,true,0,0.369523,95576,17,17.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/31_PATHWAYSMETRIC/p001
enhsp,32_ROVER_IPC23,p001.pddl,solved,true,0,0.317691,84220,15,0.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/32_ROVER_IPC23/p001
enhsp,33_SAILING,p001.pddl,solved,true,0,0.269097,88596,174,174.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/33_SAILING/p001
enhsp,34_SETTLERSNUMERIC,p001.pddl,timeout,true,timeout,60.001636,,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/34_SETTLERSNUMERIC/p001
enhsp,35_SUGAR,p001.pddl,timeout,true,timeout,60.014925,,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/35_SUGAR/p001
enhsp,36_TPP,p001.pddl,solved,true,0,0.369538,80164,9,2843.41,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/36_TPP/p001
enhsp,37_ZENOTRAVEL,p001.pddl,solved,true,0,0.217415,77308,15,17576.0,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/37_ZENOTRAVEL/p001
enhsp,38_SETTLERS_IPC04,p001.pddl,timeout,true,timeout,60.001537,,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/38_SETTLERS_IPC04/p001
enhsp,39_PSR_LARGE_IPC04,p001.pddl,unsupported,false,,0,,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/enhsp/39_PSR_LARGE_IPC04/p001
metric-ff-cross-v1,01_LOGISTIC,p001.pddl,solved,true,0,0.008575,3328,15,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/01_LOGISTIC/p001
metric-ff-cross-v1,02_LOGISTIC_NEW,p001.pddl,solved,true,0,0.007851,4352,24,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/02_LOGISTIC_NEW/p001
metric-ff-cross-v1,03_BLOCKSWORLD,p001.pddl,solved,true,0,0.007721,3328,14,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/03_BLOCKSWORLD/p001
metric-ff-cross-v1,04_ROVER_CHANGMIN,p001.pddl,crash,true,1,0.007828,3324,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/04_ROVER_CHANGMIN/p001
metric-ff-cross-v1,05_PIPESWORLD_STRIPS,p001.pddl,solved,true,0,0.015926,10624,18,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/05_PIPESWORLD_STRIPS/p001
metric-ff-cross-v1,06_TSP_NUMERIC,p001.pddl,solved,true,0,0.011058,3328,3,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/06_TSP_NUMERIC/p001
metric-ff-cross-v1,07_TSP_CONNECTED_NUMERIC,p001.pddl,solved,true,0,0.009214,3328,14,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/07_TSP_CONNECTED_NUMERIC/p001
metric-ff-cross-v1,08_RAILWAYS_SIMPLE,p001.pddl,unsupported,false,,0,,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/08_RAILWAYS_SIMPLE/p001
metric-ff-cross-v1,09_WATERING,p001.pddl,unsolved,true,0,0.016941,3200,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/09_WATERING/p001
metric-ff-cross-v1,10_EIGHT_PUZZLE,p001.pddl,solved,true,0,0.007938,3584,8,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/10_EIGHT_PUZZLE/p001
metric-ff-cross-v1,11_SEEDSET,p001.pddl,crash,true,1,0.007513,3324,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/11_SEEDSET/p001
metric-ff-cross-v1,12_BOOKNEW,p001.pddl,solved,true,0,0.007543,3328,16,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/12_BOOKNEW/p001
metric-ff-cross-v1,13_GROUNDED_TRUCKS,p001.pddl,solved,true,0,0.007557,3068,5,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/13_GROUNDED_TRUCKS/p001
metric-ff-cross-v1,14_DESIRE,p001.pddl,solved,true,0,0.007560,3200,1,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/14_DESIRE/p001
metric-ff-cross-v1,15_ISSUE49,p001.pddl,crash,true,1,0.007549,3328,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/15_ISSUE49/p001
metric-ff-cross-v1,16_TEST1,p001.pddl,solved,true,0,0.007544,3328,5,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/16_TEST1/p001
metric-ff-cross-v1,17_SATELLITE,p001.pddl,solved,true,0,0.007518,3456,11,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/17_SATELLITE/p001
metric-ff-cross-v1,18_BLOCK_GROUPING,p001.pddl,solved,true,0,0.164408,9216,31,,invalid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/18_BLOCK_GROUPING/p001
metric-ff-cross-v1,19_COUNTERS,p001.pddl,solved,true,0,0.007858,3328,14,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/19_COUNTERS/p001
metric-ff-cross-v1,20_DELIVERY,p001.pddl,solved,true,0,0.007509,3584,10,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/20_DELIVERY/p001
metric-ff-cross-v1,21_DRONE,p001.pddl,solved,true,0,0.007539,3200,4,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/21_DRONE/p001
metric-ff-cross-v1,22_EXPEDITION,p001.pddl,solved,true,0,0.015615,3712,30,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/22_EXPEDITION/p001
metric-ff-cross-v1,23_EXT_PLANT_WATERING,p001.pddl,solved,true,0,14.341284,55552,348,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/23_EXT_PLANT_WATERING/p001
metric-ff-cross-v1,24_FARMLAND,p001.pddl,solved,true,0,0.063866,3328,341,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/24_FARMLAND/p001
metric-ff-cross-v1,25_FO_COUNTERS,p001.pddl,solved,true,0,0.007524,3328,2,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/25_FO_COUNTERS/p001
metric-ff-cross-v1,26_FO_FARMLAND,p001.pddl,solved,true,0,0.007520,3328,20,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/26_FO_FARMLAND/p001
metric-ff-cross-v1,27_FO_SAILING,p001.pddl,solved,true,0,0.767770,22784,66,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/27_FO_SAILING/p001
metric-ff-cross-v1,28_HYDROPOWER,p001.pddl,crash,true,1,0.015608,4352,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/28_HYDROPOWER/p001
metric-ff-cross-v1,29_MARKETTRADER,p001.pddl,crash,true,1,0.031711,4864,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/29_MARKETTRADER/p001
metric-ff-cross-v1,30_MPRIME,p001.pddl,solved,true,0,0.007586,3328,4,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/30_MPRIME/p001
metric-ff-cross-v1,31_PATHWAYSMETRIC,p001.pddl,solved,true,0,0.007559,4480,14,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/31_PATHWAYSMETRIC/p001
metric-ff-cross-v1,32_ROVER_IPC23,p001.pddl,solved,true,0,0.007506,3328,8,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/32_ROVER_IPC23/p001
metric-ff-cross-v1,33_SAILING,p001.pddl,solved,true,0,0.063923,3328,178,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/33_SAILING/p001
metric-ff-cross-v1,34_SETTLERSNUMERIC,p001.pddl,timeout,true,timeout,60.003845,,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/34_SETTLERSNUMERIC/p001
metric-ff-cross-v1,35_SUGAR,p001.pddl,solved,true,0,0.719540,51072,17,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/35_SUGAR/p001
metric-ff-cross-v1,36_TPP,p001.pddl,solved,true,0,0.007523,3328,7,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/36_TPP/p001
metric-ff-cross-v1,37_ZENOTRAVEL,p001.pddl,solved,true,0,0.007504,3200,9,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/37_ZENOTRAVEL/p001
metric-ff-cross-v1,38_SETTLERS_IPC04,p001.pddl,solved,true,0,0.717204,53248,53,,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/38_SETTLERS_IPC04/p001
metric-ff-cross-v1,39_PSR_LARGE_IPC04,p001.pddl,unsupported,false,,0,,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/metric-ff-cross-v1/39_PSR_LARGE_IPC04/p001
optic,01_LOGISTIC,p001.pddl,unsolved,true,1,0.033293,10624,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/optic/01_LOGISTIC/p001
optic,02_LOGISTIC_NEW,p001.pddl,unsolved,true,1,0.016002,11136,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/optic/02_LOGISTIC_NEW/p001
optic,03_BLOCKSWORLD,p001.pddl,unsolved,true,1,0.015929,9984,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/optic/03_BLOCKSWORLD/p001
optic,04_ROVER_CHANGMIN,p001.pddl,timeout,true,timeout,60.003928,,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/optic/04_ROVER_CHANGMIN/p001
optic,05_PIPESWORLD_STRIPS,p001.pddl,unsolved,true,1,0.064488,14764,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/optic/05_PIPESWORLD_STRIPS/p001
optic,06_TSP_NUMERIC,p001.pddl,timeout,true,timeout,60.001997,,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/optic/06_TSP_NUMERIC/p001
optic,07_TSP_CONNECTED_NUMERIC,p001.pddl,unsolved,true,1,0.016052,10112,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/optic/07_TSP_CONNECTED_NUMERIC/p001
optic,08_RAILWAYS_SIMPLE,p001.pddl,unsupported,false,,0,,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/optic/08_RAILWAYS_SIMPLE/p001
optic,09_WATERING,p001.pddl,unsolved,true,1,0.016008,12032,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/optic/09_WATERING/p001
optic,10_EIGHT_PUZZLE,p001.pddl,solved,true,0,0.164854,17024,8,0.007,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/optic/10_EIGHT_PUZZLE/p001
optic,11_SEEDSET,p001.pddl,crash,true,139,0.164408,10752,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/optic/11_SEEDSET/p001
optic,12_BOOKNEW,p001.pddl,timeout,true,timeout,60.001621,,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/optic/12_BOOKNEW/p001
optic,13_GROUNDED_TRUCKS,p001.pddl,solved,true,0,0.016043,12160,5,0.004,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/optic/13_GROUNDED_TRUCKS/p001
optic,14_DESIRE,p001.pddl,solved,true,0,0.015969,11904,1,0.000,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/optic/14_DESIRE/p001
optic,15_ISSUE49,p001.pddl,unsolved,true,0,0.016255,8960,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/optic/15_ISSUE49/p001
optic,16_TEST1,p001.pddl,timeout,true,timeout,60.002206,,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/optic/16_TEST1/p001
optic,17_SATELLITE,p001.pddl,unsolved,true,1,0.016051,10368,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/optic/17_SATELLITE/p001
optic,18_BLOCK_GROUPING,p001.pddl,unknown,true,0,0.007871,9216,,,not-run,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/optic/18_BLOCK_GROUPING/p001
optic,19_COUNTERS,p001.pddl,solved,true,0,0.516682,25600,12,0.005,valid,results/raw/selected-10-all-domains-p001-20260911-144247-062274/cases/optic/19_COUNTERS/p001
