planner,configuration,heuristic,search,benchmark,instance,status,compatible,return_code,wall_seconds,max_rss_kb,peak_group_rss_kb,limit_reason,plan_length,expanded_nodes,metric_value,objective_value,validation,plan_path,case_directory,factor_a,factor_b,source_instance
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_logistics,logistics__fuel-tight__budget-loose,solved,true,0,3.413235,1140104,1120448,,31,1901,81.0,81,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-loose/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-loose,tight,loose,p002
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_logistics,logistics__fuel-tight__budget-tight,solved,true,0,2.610056,1195400,1172292,,28,1216,89.0,89,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-tight/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-tight,tight,tight,p002
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_logistics,logistics__fuel-loose__budget-loose,solved,true,0,3.613407,1159808,1144344,,30,2065,77.0,77,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-loose/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-loose,loose,loose,p002
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_logistics,logistics__fuel-loose__budget-tight,solved,true,0,2.409653,1016324,996484,,28,1018,71.0,71,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-tight/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-tight,loose,tight,p002
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_logistics,logistics__fuel-tight__budget-loose,solved,true,0,3.413170,1035384,1035384,,31,1901,81.0,81,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-loose/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-loose,tight,loose,p002
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_logistics,logistics__fuel-tight__budget-tight,solved,true,0,2.611150,1048196,1032532,,28,1216,89.0,89,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-tight/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-tight,tight,tight,p002
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_logistics,logistics__fuel-loose__budget-loose,solved,true,0,0.201000,7808,1224,,38,,,487,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-loose__budget-loose/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-loose__budget-loose,loose,loose,p002
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_logistics,logistics__fuel-loose__budget-tight,solved,true,0,0.201058,7808,1356,,38,,,487,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-loose__budget-tight/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-loose__budget-tight,loose,tight,p002
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_logistics,logistics__fuel-tight__budget-loose,solved,true,0,0.200969,7552,1140,,29,,,217,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-tight__budget-loose/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-tight__budget-loose,tight,loose,p002
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_logistics,logistics__fuel-tight__budget-tight,solved,true,0,0.200823,7552,1224,,29,,,217,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-tight__budget-tight/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-tight__budget-tight,tight,tight,p002
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_logistics,logistics__fuel-loose__budget-loose,solved,true,0,1.204505,29060,29060,,31,2267,76,76,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-loose__budget-loose/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-loose__budget-loose,loose,loose,p002
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_logistics,logistics__fuel-loose__budget-tight,solved,true,0,0.602647,24116,24116,,31,939,98,98,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-loose__budget-tight/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-loose__budget-tight,loose,tight,p002
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_logistics,logistics__fuel-tight__budget-loose,solved,true,0,1.205011,28428,28428,,32,2003,80,80,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-tight__budget-loose/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-tight__budget-loose,tight,loose,p002
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_logistics,logistics__fuel-tight__budget-tight,solved,true,0,0.803542,27056,27056,,30,1063,96,96,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-tight__budget-tight/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-tight__budget-tight,tight,tight,p002
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_watering,watering__water-loose__battery-loose,solved,true,0,0.200961,15220,596,,27,2324,82,82,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-loose__battery-loose/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-loose__battery-loose,loose,loose,p002
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_watering,watering__water-loose__battery-tight,solved,true,0,0.200963,15092,604,,27,671,82,82,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-loose__battery-tight/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-loose__battery-tight,loose,tight,p002
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_watering,watering__water-tight__battery-loose,solved,true,0,0.402193,24084,24084,,30,15770,104,104,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-tight__battery-loose/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-tight__battery-loose,tight,loose,p002
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_watering,watering__water-tight__battery-tight,solved,true,0,0.200892,15100,604,,31,3983,119,119,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-tight__battery-tight/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-tight__battery-tight,tight,tight,p002
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_watering,watering__water-loose__battery-loose,solved,true,0,0.402379,115852,75892,,26,206,77.0,77,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-loose__battery-loose/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-loose__battery-loose,loose,loose,p002
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_watering,watering__water-loose__battery-tight,solved,true,0,0.401691,114388,75676,,26,206,77.0,77,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-loose__battery-tight/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-loose__battery-tight,loose,tight,p002
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_watering,watering__water-tight__battery-loose,solved,true,0,4.817291,686120,677836,,29,190184,99.0,99,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-tight__battery-loose/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-tight__battery-loose,tight,loose,p002
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_watering,watering__water-tight__battery-tight,solved,true,0,3.813265,613876,605676,,30,152822,114.0,114,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-tight__battery-tight/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-tight__battery-tight,tight,tight,p002
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_watering,watering__water-loose__battery-loose,solved,true,0,0.402113,92924,75760,,27,32,86.0,86,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-loose__battery-loose/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-loose__battery-loose,loose,loose,p002
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_watering,watering__water-loose__battery-tight,solved,true,0,0.401847,93820,77036,,27,32,86.0,86,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-loose__battery-tight/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-loose__battery-tight,loose,tight,p002
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_watering,watering__water-tight__battery-loose,solved,true,0,8.430098,824808,814308,,32,265203,127.0,127,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-tight__battery-loose/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-tight__battery-loose,tight,loose,p002
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_watering,watering__water-tight__battery-tight,solved,true,0,6.021853,676656,668000,,34,189045,151.0,151,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-tight__battery-tight/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-tight__battery-tight,tight,tight,p002
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_watering,watering__water-loose__battery-loose,solved,true,0,0.200995,3328,608,,65,,,328,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-loose__battery-loose/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-loose__battery-loose,loose,loose,p002
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_watering,watering__water-loose__battery-tight,solved,true,0,0.200972,3200,596,,55,,,276,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-loose__battery-tight/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-loose__battery-tight,loose,tight,p002
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_watering,watering__water-tight__battery-loose,solved,true,0,0.201020,3328,928,,62,,,320,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-tight__battery-loose/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-tight__battery-loose,tight,loose,p002
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_watering,watering__water-tight__battery-tight,solved,true,0,0.200934,3328,596,,61,,,327,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-tight__battery-tight/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-tight__battery-tight,tight,tight,p002
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_watering,watering__water-loose__battery-loose,solved,true,0,0.401651,24200,24200,,26,3363,77,77,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-loose__battery-loose/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-loose__battery-loose,loose,loose,p002
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_watering,watering__water-loose__battery-tight,solved,true,0,0.401868,24272,24272,,26,3363,77,77,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-loose__battery-tight/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-loose__battery-tight,loose,tight,p002
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_watering,watering__water-tight__battery-loose,solved,true,0,15.862029,394648,394648,,29,549228,99,99,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-tight__battery-loose/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-tight__battery-loose,tight,loose,p002
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_watering,watering__water-tight__battery-tight,solved,true,0,8.834398,237820,237820,,30,308249,114,114,valid,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-tight__battery-tight/plan.val,results/controlled-resource/matched-2x2-p002-20260919-191259-518435/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-tight__battery-tight,tight,tight,p002
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_logistics,logistics__fuel-loose__budget-loose,solved,true,0,0.401735,20736,20652,,37,737,369,369,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-loose__budget-loose/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-loose__budget-loose,loose,loose,p003
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_logistics,logistics__fuel-loose__budget-tight,solved,true,0,0.401752,22212,22212,,52,285,492,492,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-loose__budget-tight/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-loose__budget-tight,loose,tight,p003
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_logistics,logistics__fuel-tight__budget-loose,solved,true,0,0.401754,22300,22300,,45,246,403,403,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-tight__budget-loose/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-tight__budget-loose,tight,loose,p003
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_logistics,logistics__fuel-tight__budget-tight,solved,true,0,0.401730,21012,21012,,50,286,492,492,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-tight__budget-tight/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-tight__budget-tight,tight,tight,p003
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_logistics,logistics__fuel-loose__budget-loose,solved,true,0,2.007619,1111248,1090036,,48,202,155.0,155,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-loose/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-loose,loose,loose,p003
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_logistics,logistics__fuel-loose__budget-tight,solved,true,0,5.821951,1100292,1094172,,49,1909,147.0,147,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-tight/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-tight,loose,tight,p003
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_logistics,logistics__fuel-tight__budget-loose,solved,true,0,4.215605,1097300,1077696,,53,1549,159.0,159,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-loose/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-loose,tight,loose,p003
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_logistics,logistics__fuel-tight__budget-tight,solved,true,0,58.209853,1169156,1149180,,45,45992,147.0,147,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-tight/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-tight,tight,tight,p003
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_logistics,logistics__fuel-loose__budget-loose,solved,true,0,2.009348,1068516,1068516,,48,202,155.0,155,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-loose/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-loose,loose,loose,p003
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_logistics,logistics__fuel-loose__budget-tight,solved,true,0,6.022136,1113924,1111464,,49,1909,147.0,147,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-tight/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-tight,loose,tight,p003
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_logistics,logistics__fuel-tight__budget-loose,solved,true,0,4.215754,1089752,1080576,,53,1549,159.0,159,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-loose/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-loose,tight,loose,p003
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_logistics,logistics__fuel-tight__budget-tight,solved,true,0,59.612966,1145036,1125116,,45,45992,147.0,147,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-tight/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-tight,tight,tight,p003
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_logistics,logistics__fuel-loose__budget-loose,solved,true,0,0.201176,8576,608,,42,,,369,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-loose__budget-loose/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-loose__budget-loose,loose,loose,p003
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_logistics,logistics__fuel-loose__budget-tight,solved,true,0,0.200960,8576,1144,,42,,,369,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-loose__budget-tight/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-loose__budget-tight,loose,tight,p003
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_logistics,logistics__fuel-tight__budget-loose,solved,true,0,0.201179,8320,1552,,51,,,483,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-tight__budget-loose/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-tight__budget-loose,tight,loose,p003
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_logistics,logistics__fuel-tight__budget-tight,solved,true,0,0.200968,8320,1220,,51,,,483,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-tight__budget-tight/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-tight__budget-tight,tight,tight,p003
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_logistics,logistics__fuel-loose__budget-loose,solved,true,0,0.602225,21752,21752,,48,217,155,155,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-loose__budget-loose/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-loose__budget-loose,loose,loose,p003
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_logistics,logistics__fuel-loose__budget-tight,solved,true,0,2.610076,39496,39496,,49,2834,147,147,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-loose__budget-tight/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-loose__budget-tight,loose,tight,p003
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_logistics,logistics__fuel-tight__budget-loose,solved,true,0,1.606241,33260,33260,,53,1987,159,159,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-tight__budget-loose/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-tight__budget-loose,tight,loose,p003
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_logistics,logistics__fuel-tight__budget-tight,solved,true,0,15.858827,162348,162348,,45,32946,147,147,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-tight__budget-tight/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-tight__budget-tight,tight,tight,p003
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_watering,watering__water-loose__battery-loose,solved,true,0,0.401714,15488,13252,,33,7061,144,144,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-loose__battery-loose/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-loose__battery-loose,loose,loose,p003
