planner,configuration,heuristic,search,benchmark,instance,status,compatible,return_code,wall_seconds,max_rss_kb,peak_group_rss_kb,limit_reason,plan_length,expanded_nodes,metric_value,objective_value,validation,plan_path,case_directory
numeric-cegar,cegar-min,cegar-min,astar,counters,pfile7.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/counters/pfile7
numeric-cegar,cegar-min,cegar-min,astar,counters,pfile8.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/counters/pfile8
numeric-cegar,cegar-min,cegar-min,astar,counters,pfile9.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/counters/pfile9
numeric-cegar,cegar-min,cegar-min,astar,drone,pfile1.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/drone/pfile1
numeric-cegar,cegar-min,cegar-min,astar,drone,pfile10.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/drone/pfile10
numeric-cegar,cegar-min,cegar-min,astar,drone,pfile11.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/drone/pfile11
numeric-cegar,cegar-min,cegar-min,astar,drone,pfile12.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/drone/pfile12
numeric-cegar,cegar-min,cegar-min,astar,drone,pfile13.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/drone/pfile13
numeric-cegar,cegar-min,cegar-min,astar,drone,pfile14.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/drone/pfile14
numeric-cegar,cegar-min,cegar-min,astar,drone,pfile15.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/drone/pfile15
numeric-cegar,cegar-min,cegar-min,astar,drone,pfile16.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/drone/pfile16
numeric-cegar,cegar-min,cegar-min,astar,drone,pfile17.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/drone/pfile17
numeric-cegar,cegar-min,cegar-min,astar,drone,pfile18.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/drone/pfile18
numeric-cegar,cegar-min,cegar-min,astar,drone,pfile19.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/drone/pfile19
numeric-cegar,cegar-min,cegar-min,astar,drone,pfile2.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/drone/pfile2
numeric-cegar,cegar-min,cegar-min,astar,drone,pfile20.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/drone/pfile20
numeric-cegar,cegar-min,cegar-min,astar,drone,pfile3.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/drone/pfile3
numeric-cegar,cegar-min,cegar-min,astar,drone,pfile4.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/drone/pfile4
numeric-cegar,cegar-min,cegar-min,astar,drone,pfile5.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/drone/pfile5
numeric-cegar,cegar-min,cegar-min,astar,drone,pfile6.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/drone/pfile6
numeric-cegar,cegar-min,cegar-min,astar,drone,pfile7.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/drone/pfile7
numeric-cegar,cegar-min,cegar-min,astar,drone,pfile8.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/drone/pfile8
numeric-cegar,cegar-min,cegar-min,astar,drone,pfile9.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/drone/pfile9
numeric-cegar,cegar-min,cegar-min,astar,fn-counters-small_instances,problem_2.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/fn-counters-small_instances/problem_2
numeric-cegar,cegar-min,cegar-min,astar,fn-counters-small_instances,problem_3.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/fn-counters-small_instances/problem_3
numeric-cegar,cegar-min,cegar-min,astar,fn-counters-small_instances,problem_4.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/fn-counters-small_instances/problem_4
numeric-cegar,cegar-min,cegar-min,astar,fn-counters-small_instances,problem_5.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/fn-counters-small_instances/problem_5
numeric-cegar,cegar-min,cegar-min,astar,fn-counters-small_instances,problem_6.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/fn-counters-small_instances/problem_6
numeric-cegar,cegar-min,cegar-min,astar,fn-counters-small_instances,problem_7.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/fn-counters-small_instances/problem_7
numeric-cegar,cegar-min,cegar-min,astar,fn-counters-small_instances,problem_8.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/fn-counters-small_instances/problem_8
numeric-cegar,cegar-min,cegar-min,astar,fn-counters-small_instances,problem_9.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/fn-counters-small_instances/problem_9
numeric-cegar,cegar-min,cegar-min,astar,minecraft-sword-advanced,prob_15x15_1.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/minecraft-sword-advanced/prob_15x15_1
numeric-cegar,cegar-min,cegar-min,astar,minecraft-sword-advanced,prob_15x15_2.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/minecraft-sword-advanced/prob_15x15_2
numeric-cegar,cegar-min,cegar-min,astar,minecraft-sword-advanced,prob_15x15_3.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/minecraft-sword-advanced/prob_15x15_3
numeric-cegar,cegar-min,cegar-min,astar,minecraft-sword-advanced,prob_15x15_4.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/minecraft-sword-advanced/prob_15x15_4
numeric-cegar,cegar-min,cegar-min,astar,minecraft-sword-advanced,prob_15x15_5.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/minecraft-sword-advanced/prob_15x15_5
numeric-cegar,cegar-min,cegar-min,astar,minecraft-sword-advanced,prob_20x20_1.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/minecraft-sword-advanced/prob_20x20_1
numeric-cegar,cegar-min,cegar-min,astar,minecraft-sword-advanced,prob_20x20_2.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/minecraft-sword-advanced/prob_20x20_2
numeric-cegar,cegar-min,cegar-min,astar,minecraft-sword-advanced,prob_20x20_3.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/minecraft-sword-advanced/prob_20x20_3
numeric-cegar,cegar-min,cegar-min,astar,minecraft-sword-advanced,prob_20x20_4.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/minecraft-sword-advanced/prob_20x20_4
numeric-cegar,cegar-min,cegar-min,astar,minecraft-sword-advanced,prob_20x20_5.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/minecraft-sword-advanced/prob_20x20_5
numeric-cegar,cegar-min,cegar-min,astar,minecraft-sword-advanced,prob_25x25_1.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/minecraft-sword-advanced/prob_25x25_1
numeric-cegar,cegar-min,cegar-min,astar,minecraft-sword-advanced,prob_25x25_2.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/minecraft-sword-advanced/prob_25x25_2
numeric-cegar,cegar-min,cegar-min,astar,minecraft-sword-advanced,prob_25x25_3.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/minecraft-sword-advanced/prob_25x25_3
numeric-cegar,cegar-min,cegar-min,astar,minecraft-sword-advanced,prob_25x25_4.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/minecraft-sword-advanced/prob_25x25_4
numeric-cegar,cegar-min,cegar-min,astar,minecraft-sword-advanced,prob_25x25_5.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/minecraft-sword-advanced/prob_25x25_5
numeric-cegar,cegar-min,cegar-min,astar,minecraft-sword-advanced,prob_30x30_1.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/minecraft-sword-advanced/prob_30x30_1
numeric-cegar,cegar-min,cegar-min,astar,minecraft-sword-advanced,prob_30x30_2.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/minecraft-sword-advanced/prob_30x30_2
numeric-cegar,cegar-min,cegar-min,astar,minecraft-sword-advanced,prob_30x30_3.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/minecraft-sword-advanced/prob_30x30_3
numeric-cegar,cegar-min,cegar-min,astar,minecraft-sword-advanced,prob_30x30_4.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/minecraft-sword-advanced/prob_30x30_4
numeric-cegar,cegar-min,cegar-min,astar,minecraft-sword-advanced,prob_30x30_5.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/minecraft-sword-advanced/prob_30x30_5
numeric-cegar,cegar-min,cegar-min,astar,rover-ipc23,pfile1.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/rover-ipc23/pfile1
numeric-cegar,cegar-min,cegar-min,astar,rover-ipc23,pfile10.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/rover-ipc23/pfile10
numeric-cegar,cegar-min,cegar-min,astar,rover-ipc23,pfile11.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/rover-ipc23/pfile11
numeric-cegar,cegar-min,cegar-min,astar,rover-ipc23,pfile12.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/rover-ipc23/pfile12
numeric-cegar,cegar-min,cegar-min,astar,rover-ipc23,pfile13.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/rover-ipc23/pfile13
numeric-cegar,cegar-min,cegar-min,astar,rover-ipc23,pfile14.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/rover-ipc23/pfile14
numeric-cegar,cegar-min,cegar-min,astar,rover-ipc23,pfile15.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/rover-ipc23/pfile15
numeric-cegar,cegar-min,cegar-min,astar,rover-ipc23,pfile16.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/rover-ipc23/pfile16
numeric-cegar,cegar-min,cegar-min,astar,rover-ipc23,pfile17.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/rover-ipc23/pfile17
numeric-cegar,cegar-min,cegar-min,astar,rover-ipc23,pfile18.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/rover-ipc23/pfile18
numeric-cegar,cegar-min,cegar-min,astar,rover-ipc23,pfile19.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/rover-ipc23/pfile19
numeric-cegar,cegar-min,cegar-min,astar,rover-ipc23,pfile2.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/rover-ipc23/pfile2
numeric-cegar,cegar-min,cegar-min,astar,rover-ipc23,pfile20.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/rover-ipc23/pfile20
numeric-cegar,cegar-min,cegar-min,astar,rover-ipc23,pfile3.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/rover-ipc23/pfile3
numeric-cegar,cegar-min,cegar-min,astar,rover-ipc23,pfile4.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/rover-ipc23/pfile4
numeric-cegar,cegar-min,cegar-min,astar,rover-ipc23,pfile5.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/rover-ipc23/pfile5
numeric-cegar,cegar-min,cegar-min,astar,rover-ipc23,pfile6.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/rover-ipc23/pfile6
numeric-cegar,cegar-min,cegar-min,astar,rover-ipc23,pfile7.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/rover-ipc23/pfile7
numeric-cegar,cegar-min,cegar-min,astar,rover-ipc23,pfile8.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/rover-ipc23/pfile8
numeric-cegar,cegar-min,cegar-min,astar,rover-ipc23,pfile9.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/rover-ipc23/pfile9
numeric-cegar,cegar-min,cegar-min,astar,settlersnumeric,pfile1.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/settlersnumeric/pfile1
numeric-cegar,cegar-min,cegar-min,astar,settlersnumeric,pfile10.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/settlersnumeric/pfile10
numeric-cegar,cegar-min,cegar-min,astar,settlersnumeric,pfile11.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/settlersnumeric/pfile11
numeric-cegar,cegar-min,cegar-min,astar,settlersnumeric,pfile12.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/settlersnumeric/pfile12
numeric-cegar,cegar-min,cegar-min,astar,settlersnumeric,pfile13.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/settlersnumeric/pfile13
numeric-cegar,cegar-min,cegar-min,astar,settlersnumeric,pfile14.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/settlersnumeric/pfile14
numeric-cegar,cegar-min,cegar-min,astar,settlersnumeric,pfile15.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/settlersnumeric/pfile15
numeric-cegar,cegar-min,cegar-min,astar,settlersnumeric,pfile16.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/settlersnumeric/pfile16
numeric-cegar,cegar-min,cegar-min,astar,settlersnumeric,pfile17.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/settlersnumeric/pfile17
numeric-cegar,cegar-min,cegar-min,astar,settlersnumeric,pfile18.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/settlersnumeric/pfile18
numeric-cegar,cegar-min,cegar-min,astar,settlersnumeric,pfile19.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/settlersnumeric/pfile19
numeric-cegar,cegar-min,cegar-min,astar,settlersnumeric,pfile2.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/settlersnumeric/pfile2
numeric-cegar,cegar-min,cegar-min,astar,settlersnumeric,pfile20.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/settlersnumeric/pfile20
numeric-cegar,cegar-min,cegar-min,astar,settlersnumeric,pfile3.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/settlersnumeric/pfile3
numeric-cegar,cegar-min,cegar-min,astar,settlersnumeric,pfile4.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/settlersnumeric/pfile4
numeric-cegar,cegar-min,cegar-min,astar,settlersnumeric,pfile5.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/settlersnumeric/pfile5
numeric-cegar,cegar-min,cegar-min,astar,settlersnumeric,pfile6.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/settlersnumeric/pfile6
numeric-cegar,cegar-min,cegar-min,astar,settlersnumeric,pfile7.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/settlersnumeric/pfile7
numeric-cegar,cegar-min,cegar-min,astar,settlersnumeric,pfile8.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/settlersnumeric/pfile8
numeric-cegar,cegar-min,cegar-min,astar,settlersnumeric,pfile9.pddl,unsupported,false,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/settlersnumeric/pfile9
numeric-cegar,cegar-min,cegar-min,astar,counters-sym,problem_12.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/counters-sym/problem_12
numeric-cegar,cegar-min,cegar-min,astar,counters-sym,problem_16.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/counters-sym/problem_16
numeric-cegar,cegar-min,cegar-min,astar,counters-sym,problem_2.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/counters-sym/problem_2
numeric-cegar,cegar-min,cegar-min,astar,counters-sym,problem_20.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/counters-sym/problem_20
numeric-cegar,cegar-min,cegar-min,astar,counters-sym,problem_24.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/counters-sym/problem_24
numeric-cegar,cegar-min,cegar-min,astar,counters-sym,problem_28.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/counters-sym/problem_28
numeric-cegar,cegar-min,cegar-min,astar,counters-sym,problem_32.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/counters-sym/problem_32
numeric-cegar,cegar-min,cegar-min,astar,counters-sym,problem_36.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/counters-sym/problem_36
numeric-cegar,cegar-min,cegar-min,astar,counters-sym,problem_4.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/counters-sym/problem_4
numeric-cegar,cegar-min,cegar-min,astar,counters-sym,problem_40.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/counters-sym/problem_40
numeric-cegar,cegar-min,cegar-min,astar,counters-sym,problem_8.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/counters-sym/problem_8
numeric-cegar,cegar-min,cegar-min,astar,expedition,pfile1.pddl,dry-run,true,,0,,,,,,,,not-run,,results/raw/numeric-cegar-20260919-142128-101051/cases/numeric-cegar/cegar-min/expedition/pfile1
