planner,configuration,heuristic,search,benchmark,instance,status,compatible,return_code,wall_seconds,max_rss_kb,peak_group_rss_kb,limit_reason,plan_length,expanded_nodes,metric_value,objective_value,validation,plan_path,case_directory
enhsp,h-hrmax__s-wastar,hrmax,WAStar,changmin_01_blocksworld,p000.pddl,solved,true,0,0.214724,74244,26828,,1,2,1.0,1,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hrmax__s-wastar/changmin_01_blocksworld/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hrmax__s-wastar/changmin_01_blocksworld/p000
enhsp,h-hmrp__s-wastar,hmrp,WAStar,changmin_01_blocksworld,p000.pddl,solved,true,0,0.211671,74644,22432,,1,2,1.0,1,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hmrp__s-wastar/changmin_01_blocksworld/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hmrp__s-wastar/changmin_01_blocksworld/p000
enhsp,h-ngc__s-wastar,ngc,WAStar,changmin_01_blocksworld,p000.pddl,solved,true,0,0.214116,73532,25492,,1,2,1.0,1,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-ngc__s-wastar/changmin_01_blocksworld/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-ngc__s-wastar/changmin_01_blocksworld/p000
enhsp,h-blcost__s-wastar,blcost,WAStar,changmin_01_blocksworld,p000.pddl,solved,true,0,0.214065,73420,25708,,1,2,1.0,1,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blcost__s-wastar/changmin_01_blocksworld/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blcost__s-wastar/changmin_01_blocksworld/p000
enhsp,h-blind__s-wastar,blind,WAStar,changmin_01_blocksworld,p000.pddl,solved,true,0,0.216765,72968,31372,,1,2,1.0,1,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blind__s-wastar/changmin_01_blocksworld/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blind__s-wastar/changmin_01_blocksworld/p000
enhsp,h-hadd__s-wastar,hadd,WAStar,changmin_02_logistics,p000.pddl,solved,true,0,0.212346,76068,22856,,3,4,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hadd__s-wastar/changmin_02_logistics/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hadd__s-wastar/changmin_02_logistics/p000
enhsp,h-hmax__s-wastar,hmax,WAStar,changmin_02_logistics,p000.pddl,solved,true,0,0.220384,78392,24832,,3,4,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hmax__s-wastar/changmin_02_logistics/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hmax__s-wastar/changmin_02_logistics/p000
enhsp,h-aibr__s-wastar,aibr,WAStar,changmin_02_logistics,p000.pddl,unsolved,true,0,0.211720,66364,22636,,,0,-1.0,,not-run,,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-aibr__s-wastar/changmin_02_logistics/p000
enhsp,h-hradd__s-wastar,hradd,WAStar,changmin_02_logistics,p000.pddl,solved,true,0,0.214399,76272,26844,,3,4,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hradd__s-wastar/changmin_02_logistics/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hradd__s-wastar/changmin_02_logistics/p000
enhsp,h-hrmax__s-wastar,hrmax,WAStar,changmin_02_logistics,p000.pddl,solved,true,0,0.432913,78472,18876,,3,4,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hrmax__s-wastar/changmin_02_logistics/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hrmax__s-wastar/changmin_02_logistics/p000
enhsp,h-hmrp__s-wastar,hmrp,WAStar,changmin_02_logistics,p000.pddl,solved,true,0,0.211593,76240,22484,,3,4,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hmrp__s-wastar/changmin_02_logistics/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hmrp__s-wastar/changmin_02_logistics/p000
enhsp,h-ngc__s-wastar,ngc,WAStar,changmin_02_logistics,p000.pddl,solved,true,0,0.212662,78384,22600,,3,7,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-ngc__s-wastar/changmin_02_logistics/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-ngc__s-wastar/changmin_02_logistics/p000
enhsp,h-blcost__s-wastar,blcost,WAStar,changmin_02_logistics,p000.pddl,solved,true,0,0.214784,75404,23892,,3,7,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blcost__s-wastar/changmin_02_logistics/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blcost__s-wastar/changmin_02_logistics/p000
enhsp,h-blind__s-wastar,blind,WAStar,changmin_02_logistics,p000.pddl,solved,true,0,0.214690,75180,25356,,3,7,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blind__s-wastar/changmin_02_logistics/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blind__s-wastar/changmin_02_logistics/p000
enhsp,h-hadd__s-wastar,hadd,WAStar,changmin_03_books,p000.pddl,solved,true,0,0.212176,76464,22200,,2,3,2.0,2,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hadd__s-wastar/changmin_03_books/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hadd__s-wastar/changmin_03_books/p000
enhsp,h-hmax__s-wastar,hmax,WAStar,changmin_03_books,p000.pddl,solved,true,0,0.431300,79424,21876,,2,3,2.0,2,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hmax__s-wastar/changmin_03_books/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hmax__s-wastar/changmin_03_books/p000
enhsp,h-aibr__s-wastar,aibr,WAStar,changmin_03_books,p000.pddl,unsolved,true,0,0.211947,67352,22112,,,0,-1.0,,not-run,,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-aibr__s-wastar/changmin_03_books/p000
enhsp,h-hradd__s-wastar,hradd,WAStar,changmin_03_books,p000.pddl,solved,true,0,0.213581,78948,26204,,2,3,2.0,2,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hradd__s-wastar/changmin_03_books/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hradd__s-wastar/changmin_03_books/p000
enhsp,h-hrmax__s-wastar,hrmax,WAStar,changmin_03_books,p000.pddl,solved,true,0,0.213594,76400,20260,,2,3,2.0,2,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hrmax__s-wastar/changmin_03_books/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hrmax__s-wastar/changmin_03_books/p000
enhsp,h-hmrp__s-wastar,hmrp,WAStar,changmin_03_books,p000.pddl,solved,true,0,0.211400,76592,22876,,2,3,2.0,2,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hmrp__s-wastar/changmin_03_books/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hmrp__s-wastar/changmin_03_books/p000
enhsp,h-ngc__s-wastar,ngc,WAStar,changmin_03_books,p000.pddl,solved,true,0,0.213725,76796,26732,,2,3,2.0,2,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-ngc__s-wastar/changmin_03_books/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-ngc__s-wastar/changmin_03_books/p000
enhsp,h-blcost__s-wastar,blcost,WAStar,changmin_03_books,p000.pddl,solved,true,0,0.214320,75720,26392,,2,4,2.0,2,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blcost__s-wastar/changmin_03_books/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blcost__s-wastar/changmin_03_books/p000
enhsp,h-blind__s-wastar,blind,WAStar,changmin_03_books,p000.pddl,solved,true,0,0.215810,75668,19396,,2,4,2.0,2,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blind__s-wastar/changmin_03_books/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blind__s-wastar/changmin_03_books/p000
enhsp,h-hadd__s-wastar,hadd,WAStar,changmin_04_watering,p000.pddl,solved,true,0,0.216966,75716,27936,,3,5,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hadd__s-wastar/changmin_04_watering/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hadd__s-wastar/changmin_04_watering/p000
enhsp,h-hmax__s-wastar,hmax,WAStar,changmin_04_watering,p000.pddl,solved,true,0,0.219703,75656,19400,,3,6,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hmax__s-wastar/changmin_04_watering/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hmax__s-wastar/changmin_04_watering/p000
enhsp,h-aibr__s-wastar,aibr,WAStar,changmin_04_watering,p000.pddl,unsolved,true,0,0.212433,63432,21252,,,0,-1.0,,not-run,,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-aibr__s-wastar/changmin_04_watering/p000
enhsp,h-hradd__s-wastar,hradd,WAStar,changmin_04_watering,p000.pddl,solved,true,0,0.212770,75692,18952,,3,5,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hradd__s-wastar/changmin_04_watering/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hradd__s-wastar/changmin_04_watering/p000
enhsp,h-hrmax__s-wastar,hrmax,WAStar,changmin_04_watering,p000.pddl,solved,true,0,0.212497,75784,22936,,3,6,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hrmax__s-wastar/changmin_04_watering/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hrmax__s-wastar/changmin_04_watering/p000
enhsp,h-hmrp__s-wastar,hmrp,WAStar,changmin_04_watering,p000.pddl,solved,true,0,0.212279,75860,22660,,3,4,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hmrp__s-wastar/changmin_04_watering/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hmrp__s-wastar/changmin_04_watering/p000
enhsp,h-ngc__s-wastar,ngc,WAStar,changmin_04_watering,p000.pddl,solved,true,0,0.212197,74720,21840,,3,5,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-ngc__s-wastar/changmin_04_watering/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-ngc__s-wastar/changmin_04_watering/p000
enhsp,h-blcost__s-wastar,blcost,WAStar,changmin_04_watering,p000.pddl,solved,true,0,0.214282,74984,25884,,3,7,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blcost__s-wastar/changmin_04_watering/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blcost__s-wastar/changmin_04_watering/p000
enhsp,h-blind__s-wastar,blind,WAStar,changmin_04_watering,p000.pddl,solved,true,0,0.212166,74888,22668,,3,12,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blind__s-wastar/changmin_04_watering/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blind__s-wastar/changmin_04_watering/p000
enhsp,h-hadd__s-wastar,hadd,WAStar,changmin_05_barman,p000.pddl,solved,true,0,0.425575,78708,25720,,3,5,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hadd__s-wastar/changmin_05_barman/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hadd__s-wastar/changmin_05_barman/p000
enhsp,h-hmax__s-wastar,hmax,WAStar,changmin_05_barman,p000.pddl,solved,true,0,0.428470,79904,25908,,3,6,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hmax__s-wastar/changmin_05_barman/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hmax__s-wastar/changmin_05_barman/p000
enhsp,h-aibr__s-wastar,aibr,WAStar,changmin_05_barman,p000.pddl,unsolved,true,0,0.214214,66008,25868,,,0,-1.0,,not-run,,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-aibr__s-wastar/changmin_05_barman/p000
enhsp,h-hradd__s-wastar,hradd,WAStar,changmin_05_barman,p000.pddl,solved,true,0,0.430930,81436,72156,,3,5,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hradd__s-wastar/changmin_05_barman/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hradd__s-wastar/changmin_05_barman/p000
enhsp,h-hrmax__s-wastar,hrmax,WAStar,changmin_05_barman,p000.pddl,solved,true,0,0.425026,78648,23472,,3,6,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hrmax__s-wastar/changmin_05_barman/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hrmax__s-wastar/changmin_05_barman/p000
enhsp,h-hmrp__s-wastar,hmrp,WAStar,changmin_05_barman,p000.pddl,solved,true,0,0.426089,79808,26216,,3,6,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hmrp__s-wastar/changmin_05_barman/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hmrp__s-wastar/changmin_05_barman/p000
enhsp,h-ngc__s-wastar,ngc,WAStar,changmin_05_barman,p000.pddl,solved,true,0,0.212904,77372,25016,,3,7,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-ngc__s-wastar/changmin_05_barman/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-ngc__s-wastar/changmin_05_barman/p000
enhsp,h-blcost__s-wastar,blcost,WAStar,changmin_05_barman,p000.pddl,solved,true,0,0.213989,77312,25484,,3,10,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blcost__s-wastar/changmin_05_barman/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blcost__s-wastar/changmin_05_barman/p000
enhsp,h-blind__s-wastar,blind,WAStar,changmin_05_barman,p000.pddl,solved,true,0,0.430929,78356,70868,,3,15,3.0,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blind__s-wastar/changmin_05_barman/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blind__s-wastar/changmin_05_barman/p000
enhsp,h-hadd__s-wastar,hadd,WAStar,changmin_06_assembly,p000.pddl,solved,true,0,0.215962,75568,29068,,6,7,6.0,6,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hadd__s-wastar/changmin_06_assembly/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hadd__s-wastar/changmin_06_assembly/p000
enhsp,h-hmax__s-wastar,hmax,WAStar,changmin_06_assembly,p000.pddl,solved,true,0,0.214097,75624,25864,,6,9,6.0,6,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hmax__s-wastar/changmin_06_assembly/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hmax__s-wastar/changmin_06_assembly/p000
enhsp,h-aibr__s-wastar,aibr,WAStar,changmin_06_assembly,p000.pddl,unsolved,true,0,0.212183,63556,21748,,,0,-1.0,,not-run,,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-aibr__s-wastar/changmin_06_assembly/p000
enhsp,h-hradd__s-wastar,hradd,WAStar,changmin_06_assembly,p000.pddl,solved,true,0,0.215080,75492,27552,,6,7,6.0,6,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hradd__s-wastar/changmin_06_assembly/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hradd__s-wastar/changmin_06_assembly/p000
enhsp,h-hrmax__s-wastar,hrmax,WAStar,changmin_06_assembly,p000.pddl,solved,true,0,0.213522,75728,19728,,6,9,6.0,6,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hrmax__s-wastar/changmin_06_assembly/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hrmax__s-wastar/changmin_06_assembly/p000
enhsp,h-hmrp__s-wastar,hmrp,WAStar,changmin_06_assembly,p000.pddl,solved,true,0,0.213961,75880,24684,,6,9,6.0,6,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hmrp__s-wastar/changmin_06_assembly/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-hmrp__s-wastar/changmin_06_assembly/p000
enhsp,h-ngc__s-wastar,ngc,WAStar,changmin_06_assembly,p000.pddl,solved,true,0,0.212804,74748,17236,,6,8,6.0,6,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-ngc__s-wastar/changmin_06_assembly/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-ngc__s-wastar/changmin_06_assembly/p000
enhsp,h-blcost__s-wastar,blcost,WAStar,changmin_06_assembly,p000.pddl,solved,true,0,0.214652,74744,27296,,6,9,6.0,6,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blcost__s-wastar/changmin_06_assembly/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blcost__s-wastar/changmin_06_assembly/p000
enhsp,h-blind__s-wastar,blind,WAStar,changmin_06_assembly,p000.pddl,solved,true,0,0.212424,74800,22184,,6,9,6.0,6,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blind__s-wastar/changmin_06_assembly/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/enhsp/h-blind__s-wastar/changmin_06_assembly/p000
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,changmin_01_blocksworld,p000.pddl,solved,true,0,0.215828,3328,0,,1,,,1,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/metric-ff-cross-v1/h-numeric-hff__s-default/changmin_01_blocksworld/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/metric-ff-cross-v1/h-numeric-hff__s-default/changmin_01_blocksworld/p000
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,changmin_02_logistics,p000.pddl,solved,true,0,0.217541,3328,0,,3,,,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/metric-ff-cross-v1/h-numeric-hff__s-default/changmin_02_logistics/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/metric-ff-cross-v1/h-numeric-hff__s-default/changmin_02_logistics/p000
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,changmin_03_books,p000.pddl,solved,true,0,0.216282,3328,0,,2,,,2,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/metric-ff-cross-v1/h-numeric-hff__s-default/changmin_03_books/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/metric-ff-cross-v1/h-numeric-hff__s-default/changmin_03_books/p000
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,changmin_04_watering,p000.pddl,solved,true,0,0.214310,3328,0,,3,,,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/metric-ff-cross-v1/h-numeric-hff__s-default/changmin_04_watering/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/metric-ff-cross-v1/h-numeric-hff__s-default/changmin_04_watering/p000
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,changmin_05_barman,p000.pddl,solved,true,0,0.215298,3328,0,,3,,,3,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/metric-ff-cross-v1/h-numeric-hff__s-default/changmin_05_barman/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/metric-ff-cross-v1/h-numeric-hff__s-default/changmin_05_barman/p000
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,changmin_06_assembly,p000.pddl,solved,true,0,0.216157,3328,0,,6,,,6,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/metric-ff-cross-v1/h-numeric-hff__s-default/changmin_06_assembly/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/metric-ff-cross-v1/h-numeric-hff__s-default/changmin_06_assembly/p000
numeric-fast-downward-local,h-lmcutnumeric__s-astar,lmcutnumeric,astar,changmin_01_blocksworld,p000.pddl,solved,true,0,0.214961,13892,10068,,1,2,1,1,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/numeric-fast-downward-local/h-lmcutnumeric__s-astar/changmin_01_blocksworld/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/numeric-fast-downward-local/h-lmcutnumeric__s-astar/changmin_01_blocksworld/p000
numeric-fast-downward-local,h-aibr__s-astar,aibr,astar,changmin_01_blocksworld,p000.pddl,solved,true,0,0.212722,13824,7444,,1,2,1,1,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/numeric-fast-downward-local/h-aibr__s-astar/changmin_01_blocksworld/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/numeric-fast-downward-local/h-aibr__s-astar/changmin_01_blocksworld/p000
numeric-fast-downward-local,h-iihmax__s-astar,iihmax,astar,changmin_01_blocksworld,p000.pddl,solved,true,0,0.217113,13816,7844,,1,2,1,1,valid,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/numeric-fast-downward-local/h-iihmax__s-astar/changmin_01_blocksworld/p000/plan.val,results/raw/changmin-heuristics-p000-20260912-145532-288189/cases/numeric-fast-downward-local/h-iihmax__s-astar/changmin_01_blocksworld/p000
