planner,configuration,heuristic,search,benchmark,instance,status,compatible,return_code,wall_seconds,max_rss_kb,peak_group_rss_kb,limit_reason,plan_length,expanded_nodes,metric_value,objective_value,validation,plan_path,case_directory,factor_a,factor_b
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_watering,watering__water-tight__battery-loose,solved,true,0,0.201141,14840,1224,,25,9486,153,153,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-tight__battery-loose/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-tight__battery-loose,tight,loose
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_watering,watering__water-tight__battery-tight,solved,true,0,0.201108,14848,1556,,36,1475,224,224,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-tight__battery-tight/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-tight__battery-tight,tight,tight
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_logistics,logistics__fuel-loose__budget-loose,solved,true,0,0.201024,15232,1232,,12,19,126,126,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-loose__budget-loose/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-loose__budget-loose,loose,loose
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_logistics,logistics__fuel-loose__budget-tight,solved,true,0,0.201147,15232,796,,12,19,126,126,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-loose__budget-tight/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-loose__budget-tight,loose,tight
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_logistics,logistics__fuel-tight__budget-loose,solved,true,0,0.200986,15232,608,,12,19,126,126,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-tight__budget-loose/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-tight__budget-loose,tight,loose
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_logistics,logistics__fuel-tight__budget-tight,solved,true,0,0.201263,15232,924,,12,19,126,126,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-tight__budget-tight/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-tight__budget-tight,tight,tight
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_watering,watering__water-loose__battery-loose,solved,true,0,0.200961,14836,924,,18,105,76,76,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-loose__battery-loose/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-loose__battery-loose,loose,loose
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_watering,watering__water-loose__battery-tight,solved,true,0,0.200957,14844,1080,,19,327,90,90,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-loose__battery-tight/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-loose__battery-tight,loose,tight
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_watering,watering__water-tight__battery-loose,solved,true,0,0.401874,23940,23940,,21,5829,94,94,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-tight__battery-loose/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-tight__battery-loose,tight,loose
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_watering,watering__water-tight__battery-tight,solved,true,0,0.402112,24500,24500,,24,9842,117,117,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-tight__battery-tight/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-tight__battery-tight,tight,tight
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_logistics,logistics__fuel-loose__budget-loose,solved,true,0,0.200946,15104,576,,19,34,90,90,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-loose__budget-loose/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-loose__budget-loose,loose,loose
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_logistics,logistics__fuel-loose__budget-tight,solved,true,0,0.200980,15232,924,,19,34,90,90,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-loose__budget-tight/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-loose__budget-tight,loose,tight
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_logistics,logistics__fuel-tight__budget-loose,solved,true,0,0.200974,15232,656,,19,34,90,90,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-tight__budget-loose/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-tight__budget-loose,tight,loose
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_logistics,logistics__fuel-tight__budget-tight,solved,true,0,0.201007,15232,740,,19,34,90,90,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-tight__budget-tight/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-tight__budget-tight,tight,tight
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_watering,watering__water-loose__battery-loose,solved,true,0,0.401701,93916,74336,,18,80,76.0,76,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-loose__battery-loose/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-loose__battery-loose,loose,loose
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_watering,watering__water-loose__battery-tight,solved,true,0,0.401679,113064,70152,,19,268,90.0,90,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-loose__battery-tight/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-loose__battery-tight,loose,tight
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_watering,watering__water-tight__battery-loose,solved,true,0,0.602562,163016,152220,,21,5103,94.0,94,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-tight__battery-loose/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-tight__battery-loose,tight,loose
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_watering,watering__water-tight__battery-tight,solved,true,0,0.602452,165936,158008,,25,8659,132.0,132,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-tight__battery-tight/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-tight__battery-tight,tight,tight
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_logistics,logistics__fuel-loose__budget-loose,solved,true,0,0.401753,131068,103368,,13,35,60.0,60,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-loose/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-loose,loose,loose
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_logistics,logistics__fuel-loose__budget-tight,solved,true,0,0.401662,136240,112852,,13,35,60.0,60,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-tight/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-tight,loose,tight
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_logistics,logistics__fuel-tight__budget-loose,solved,true,0,0.401837,139296,113420,,13,35,60.0,60,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-loose/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-loose,tight,loose
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_logistics,logistics__fuel-tight__budget-tight,solved,true,0,0.401789,140172,101592,,13,35,60.0,60,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-tight/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-tight,tight,tight
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_watering,watering__water-loose__battery-loose,solved,true,0,0.401717,88248,70056,,18,56,87.0,87,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-loose__battery-loose/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-loose__battery-loose,loose,loose
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_watering,watering__water-loose__battery-tight,solved,true,0,0.401726,107836,77552,,21,198,115.0,115,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-loose__battery-tight/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-loose__battery-tight,loose,tight
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_watering,watering__water-tight__battery-loose,solved,true,0,0.803519,194596,187272,,21,16251,94.0,94,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-tight__battery-loose/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-tight__battery-loose,tight,loose
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_watering,watering__water-tight__battery-tight,solved,true,0,0.602616,186420,173156,,27,8219,156.0,156,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-tight__battery-tight/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-tight__battery-tight,tight,tight
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_logistics,logistics__fuel-loose__budget-loose,solved,true,0,0.401802,136932,102492,,13,35,60.0,60,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-loose/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-loose,loose,loose
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_logistics,logistics__fuel-loose__budget-tight,solved,true,0,0.401829,142572,101492,,13,35,60.0,60,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-tight/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-tight,loose,tight
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_logistics,logistics__fuel-tight__budget-loose,solved,true,0,0.401694,137140,108400,,13,35,60.0,60,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-loose/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-loose,tight,loose
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_logistics,logistics__fuel-tight__budget-tight,solved,true,0,0.401966,140132,113376,,13,35,60.0,60,valid,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-tight/plan.val,results/controlled-resource/matched-2x2-p001-20260919-191927-393149/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-tight,tight,tight
