planner,configuration,heuristic,search,benchmark,instance,status,compatible,return_code,wall_seconds,max_rss_kb,peak_group_rss_kb,limit_reason,plan_length,expanded_nodes,metric_value,objective_value,validation,plan_path,case_directory,factor_a,factor_b
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_watering,watering__water-tight__battery-loose,solved,true,0,0.401782,23648,23648,,52,14726,252,252,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-tight__battery-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-tight__battery-loose,tight,loose
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_watering,watering__water-tight__battery-tight,solved,true,0,0.201013,15872,916,,67,2483,386,386,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-tight__battery-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-tight__battery-tight,tight,tight
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_logistics,logistics__fuel-loose__budget-loose,timeout,true,timeout,60.037425,393972,393972,timeout,,3751,,,not-run,,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-loose__budget-loose,loose,loose
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_logistics,logistics__fuel-loose__budget-tight,solved,true,0,4.217923,47076,47076,,62,32005,802,802,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-loose__budget-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-loose__budget-tight,loose,tight
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_logistics,logistics__fuel-tight__budget-loose,solved,true,0,0.803369,36252,36252,,69,3206,995,995,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-tight__budget-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-tight__budget-loose,tight,loose
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_logistics,logistics__fuel-tight__budget-tight,solved,true,0,0.602490,36316,36316,,67,1541,928,928,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-tight__budget-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-tight__budget-tight,tight,tight
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_watering,watering__water-loose__battery-loose,solved,true,0,44.167357,1099420,1099420,,40,613818,137,137,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-loose__battery-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-loose__battery-loose,loose,loose
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_watering,watering__water-loose__battery-tight,solved,true,0,28.909915,769848,769848,,43,671753,187,187,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-loose__battery-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-loose__battery-tight,loose,tight
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_watering,watering__water-tight__battery-loose,timeout,true,timeout,60.031242,1465548,1465548,timeout,,26382,,,not-run,,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-tight__battery-loose,tight,loose
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_watering,watering__water-tight__battery-tight,timeout,true,timeout,60.036825,1516832,1516832,timeout,,431000,,,not-run,,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-tight__battery-tight,tight,tight
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_logistics,logistics__fuel-loose__budget-loose,solved,true,0,0.803849,35204,35204,,63,365,228,228,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-loose__budget-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-loose__budget-loose,loose,loose
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_logistics,logistics__fuel-loose__budget-tight,solved,true,0,1.004762,35524,35524,,62,551,240,240,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-loose__budget-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-loose__budget-tight,loose,tight
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_logistics,logistics__fuel-tight__budget-loose,solved,true,0,0.804278,35740,35740,,66,391,240,240,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-tight__budget-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-tight__budget-loose,tight,loose
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_logistics,logistics__fuel-tight__budget-tight,solved,true,0,1.005019,35524,35524,,58,642,207,207,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-tight__budget-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-tight__budget-tight,tight,tight
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_watering,watering__water-loose__battery-loose,solved,true,0,1.004896,236108,216580,,43,6570,172.0,172,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-loose__battery-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-loose__battery-loose,loose,loose
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_watering,watering__water-loose__battery-tight,solved,true,0,1.406304,437548,428852,,43,19556,187.0,187,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-loose__battery-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-loose__battery-tight,loose,tight
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_watering,watering__water-tight__battery-loose,timeout,true,timeout,60.028151,2801568,2801568,timeout,,1010221,,,not-run,,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-tight__battery-loose,tight,loose
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_watering,watering__water-tight__battery-tight,timeout,true,timeout,60.032202,2636020,2636020,timeout,,1407179,,,not-run,,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-tight__battery-tight,tight,tight
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_logistics,logistics__fuel-loose__budget-loose,solved,true,0,3.214589,1206908,1185636,,63,392,228.0,228,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-loose,loose,loose
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_logistics,logistics__fuel-loose__budget-tight,solved,true,0,6.024518,1162572,1162572,,54,1245,208.0,208,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-tight,loose,tight
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_logistics,logistics__fuel-tight__budget-loose,solved,true,0,3.414346,1221288,1199536,,66,433,240.0,240,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-loose,tight,loose
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_logistics,logistics__fuel-tight__budget-tight,solved,true,0,3.813796,1145792,1125472,,57,815,196.0,196,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-tight,tight,tight
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_watering,watering__water-loose__battery-loose,solved,true,0,0.602458,156976,134572,,50,1805,246.0,246,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-loose__battery-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-loose__battery-loose,loose,loose
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_watering,watering__water-loose__battery-tight,solved,true,0,0.602782,148160,141624,,52,1576,281.0,281,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-loose__battery-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-loose__battery-tight,loose,tight
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_watering,watering__water-tight__battery-loose,solved,true,0,0.803572,168000,136496,,56,4051,296.0,296,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-tight__battery-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-tight__battery-loose,tight,loose
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_watering,watering__water-tight__battery-tight,solved,true,0,0.803864,200884,193472,,58,5435,339.0,339,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-tight__battery-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-tight__battery-tight,tight,tight
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_logistics,logistics__fuel-loose__budget-loose,solved,true,0,3.214346,1211972,1197412,,63,392,228.0,228,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-loose,loose,loose
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_logistics,logistics__fuel-loose__budget-tight,solved,true,0,6.026590,1192952,1192952,,54,1245,208.0,208,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-tight,loose,tight
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_logistics,logistics__fuel-tight__budget-loose,solved,true,0,3.413552,1121312,1101648,,66,433,240.0,240,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-loose,tight,loose
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_logistics,logistics__fuel-tight__budget-tight,solved,true,0,3.813869,1123204,1103368,,57,815,196.0,196,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-tight,tight,tight
